TransactionID,PassengerName,FlightNumber,DepartureAirport,ArrivalAirport,DepartureDate,ArrivalDate,TicketPrice,BookingDate,Status,LastVisited
2609,Jane Smith,BA456,LAX,LHR,2023-04-19 16:00:00,2023-04-20 16:00:00,177.19,2022-04-19 16:00:00,Pending,2023-01-02 19:28:00
2610,Bob Brown,AA123,ATL,HND,2023-04-19 17:00:00,2023-04-20 17:00:00,286.93,2022-04-19 17:00:00,Paid,2023-01-02 19:29:00
2611,Bob Brown,BA456,ORD,DXB,2023-04-19 18:00:00,2023-04-20 18:00:00,590.84,2022-04-19 18:00:00,Paid,2023-01-02 19:30:00
2612,Bob Brown,DL789,ATL,HND,2023-04-19 19:00:00,2023-04-20 19:00:00,219.75,2022-04-19 19:00:00,Pending,2023-01-02 19:31:00
2613,Jane Smith,BA456,LAX,LHR,2023-04-19 20:00:00,2023-04-20 20:00:00,323.44,2022-04-19 20:00:00,Paid,2023-01-02 19:32:00
2614,Bob Brown,AA123,LAX,DXB,2023-04-19 21:00:00,2023-04-20 21:00:00,916.11,2022-04-19 21:00:00,Paid,2023-01-02 19:33:00
2615,Jane Smith,AA123,JFK,LHR,2023-04-19 22:00:00,2023-04-20 22:00:00,727.41,2022-04-19 22:00:00,Pending,2023-01-02 19:34:00
2616,Bob Brown,UA321,ORD,HND,2023-04-19 23:00:00,2023-04-20 23:00:00,376.19,2022-04-19 23:00:00,Paid,2023-01-02 19:35:00
2617,Jane Smith,DL789,ORD,DXB,2023-04-20 00:00:00,2023-04-21 00:00:00,889.62,2022-04-20 00:00:00,Success,2023-01-02 19:36:00
2618,Alice Johnson,BA456,LAX,CDG,2023-04-20 01:00:00,2023-04-21 01:00:00,325.26,2022-04-20 01:00:00,Success,2023-01-02 19:37:00
2619,Alice Johnson,BA456,JFK,LHR,2023-04-20 02:00:00,2023-04-21 02:00:00,630.17,2022-04-20 02:00:00,Pending,2023-01-02 19:38:00
2620,Alice Johnson,UA321,LAX,HND,2023-04-20 03:00:00,2023-04-21 03:00:00,431.64,2022-04-20 03:00:00,Paid,2023-01-02 19:39:00
2621,Alice Johnson,UA321,LAX,HND,2023-04-20 04:00:00,2023-04-21 04:00:00,776.93,2022-04-20 04:00:00,Pending,2023-01-02 19:40:00
2622,Alice Johnson,UA321,ORD,LHR,2023-04-20 05:00:00,2023-04-21 05:00:00,434.43,2022-04-20 05:00:00,Paid,2023-01-02 19:41:00
2623,Bob Brown,DL789,ATL,DXB,2023-04-20 06:00:00,2023-04-21 06:00:00,323.98,2022-04-20 06:00:00,Success,2023-01-02 19:42:00
2624,Bob Brown,BA456,ATL,CDG,2023-04-20 07:00:00,2023-04-21 07:00:00,646.93,2022-04-20 07:00:00,Paid,2023-01-02 19:43:00
2625,Bob Brown,UA321,ORD,HND,2023-04-20 08:00:00,2023-04-21 08:00:00,770.81,2022-04-20 08:00:00,Success,2023-01-02 19:44:00
2626,Jane Smith,DL789,JFK,LHR,2023-04-20 09:00:00,2023-04-21 09:00:00,582.73,2022-04-20 09:00:00,Paid,2023-01-02 19:45:00
2627,Jane Smith,BA456,ORD,LHR,2023-04-20 10:00:00,2023-04-21 10:00:00,744.66,2022-04-20 10:00:00,Success,2023-01-02 19:46:00
2628,Jane Smith,AA123,JFK,CDG,2023-04-20 11:00:00,2023-04-21 11:00:00,479.81,2022-04-20 11:00:00,Pending,2023-01-02 19:47:00
2629,Jane Smith,UA321,ORD,CDG,2023-04-20 12:00:00,2023-04-21 12:00:00,815.9,2022-04-20 12:00:00,Paid,2023-01-02 19:48:00
2630,Alice Johnson,DL789,JFK,HND,2023-04-20 13:00:00,2023-04-21 13:00:00,626.52,2022-04-20 13:00:00,Pending,2023-01-02 19:49:00
2631,Alice Johnson,BA456,LAX,CDG,2023-04-20 14:00:00,2023-04-21 14:00:00,276.62,2022-04-20 14:00:00,Paid,2023-01-02 19:50:00
2632,Alice Johnson,BA456,LAX,LHR,2023-04-20 15:00:00,2023-04-21 15:00:00,901.68,2022-04-20 15:00:00,Pending,2023-01-02 19:51:00
2633,John Doe,UA321,JFK,DXB,2023-04-20 16:00:00,2023-04-21 16:00:00,853.14,2022-04-20 16:00:00,Success,2023-01-02 19:52:00
2634,Bob Brown,UA321,ORD,DXB,2023-04-20 17:00:00,2023-04-21 17:00:00,967.52,2022-04-20 17:00:00,Pending,2023-01-02 19:53:00
2635,Jane Smith,BA456,LAX,LHR,2023-04-20 18:00:00,2023-04-21 18:00:00,612.11,2022-04-20 18:00:00,Success,2023-01-02 19:54:00
2636,Jane Smith,DL789,ORD,LHR,2023-04-20 19:00:00,2023-04-21 19:00:00,708.17,2022-04-20 19:00:00,Pending,2023-01-02 19:55:00
2637,Alice Johnson,AA123,ATL,LHR,2023-04-20 20:00:00,2023-04-21 20:00:00,877.22,2022-04-20 20:00:00,Pending,2023-01-02 19:56:00
2638,Jane Smith,BA456,LAX,HND,2023-04-20 21:00:00,2023-04-21 21:00:00,147.33,2022-04-20 21:00:00,Success,2023-01-02 19:57:00
2639,Jane Smith,DL789,ORD,LHR,2023-04-20 22:00:00,2023-04-21 22:00:00,920.98,2022-04-20 22:00:00,Success,2023-01-02 19:58:00
2640,Bob Brown,UA321,ORD,CDG,2023-04-20 23:00:00,2023-04-21 23:00:00,344.05,2022-04-20 23:00:00,Paid,2023-01-02 19:59:00
2641,Alice Johnson,BA456,ATL,LHR,2023-04-21 00:00:00,2023-04-22 00:00:00,151.34,2022-04-21 00:00:00,Paid,2023-01-02 20:00:00
2642,Bob Brown,UA321,ORD,LHR,2023-04-21 01:00:00,2023-04-22 01:00:00,313.85,2022-04-21 01:00:00,Paid,2023-01-02 20:01:00
2643,John Doe,AA123,JFK,HND,2023-04-21 02:00:00,2023-04-22 02:00:00,627.72,2022-04-21 02:00:00,Pending,2023-01-02 20:02:00
2644,John Doe,UA321,LAX,LHR,2023-04-21 03:00:00,2023-04-22 03:00:00,143.06,2022-04-21 03:00:00,Paid,2023-01-02 20:03:00
2645,John Doe,AA123,JFK,CDG,2023-04-21 04:00:00,2023-04-22 04:00:00,100.69,2022-04-21 04:00:00,Success,2023-01-02 20:04:00
2646,Alice Johnson,UA321,ATL,CDG,2023-04-21 05:00:00,2023-04-22 05:00:00,675.43,2022-04-21 05:00:00,Paid,2023-01-02 20:05:00
2647,Jane Smith,UA321,JFK,CDG,2023-04-21 06:00:00,2023-04-22 06:00:00,508.05,2022-04-21 06:00:00,Paid,2023-01-02 20:06:00
2648,Alice Johnson,AA123,ORD,LHR,2023-04-21 07:00:00,2023-04-22 07:00:00,859.9,2022-04-21 07:00:00,Success,2023-01-02 20:07:00
2649,Alice Johnson,UA321,ATL,HND,2023-04-21 08:00:00,2023-04-22 08:00:00,331.79,2022-04-21 08:00:00,Success,2023-01-02 20:08:00
2650,Jane Smith,DL789,ATL,HND,2023-04-21 09:00:00,2023-04-22 09:00:00,352.64,2022-04-21 09:00:00,Paid,2023-01-02 20:09:00
2651,Bob Brown,UA321,JFK,HND,2023-04-21 10:00:00,2023-04-22 10:00:00,169.79,2022-04-21 10:00:00,Success,2023-01-02 20:10:00
2652,John Doe,BA456,ATL,CDG,2023-04-21 11:00:00,2023-04-22 11:00:00,584.66,2022-04-21 11:00:00,Success,2023-01-02 20:11:00
2653,Bob Brown,UA321,JFK,HND,2023-04-21 12:00:00,2023-04-22 12:00:00,429.31,2022-04-21 12:00:00,Paid,2023-01-02 20:12:00
2654,John Doe,DL789,JFK,LHR,2023-04-21 13:00:00,2023-04-22 13:00:00,405.74,2022-04-21 13:00:00,Paid,2023-01-02 20:13:00
2655,Alice Johnson,BA456,JFK,LHR,2023-04-21 14:00:00,2023-04-22 14:00:00,511.87,2022-04-21 14:00:00,Pending,2023-01-02 20:14:00
2656,John Doe,DL789,ATL,DXB,2023-04-21 15:00:00,2023-04-22 15:00:00,864.72,2022-04-21 15:00:00,Pending,2023-01-02 20:15:00
2657,Alice Johnson,BA456,ATL,CDG,2023-04-21 16:00:00,2023-04-22 16:00:00,194.67,2022-04-21 16:00:00,Success,2023-01-02 20:16:00
2658,Bob Brown,UA321,LAX,DXB,2023-04-21 17:00:00,2023-04-22 17:00:00,571.23,2022-04-21 17:00:00,Pending,2023-01-02 20:17:00
2659,Alice Johnson,DL789,JFK,DXB,2023-04-21 18:00:00,2023-04-22 18:00:00,276.79,2022-04-21 18:00:00,Success,2023-01-02 20:18:00
2660,Bob Brown,UA321,JFK,CDG,2023-04-21 19:00:00,2023-04-22 19:00:00,291.15,2022-04-21 19:00:00,Success,2023-01-02 20:19:00
2661,Jane Smith,BA456,JFK,CDG,2023-04-21 20:00:00,2023-04-22 20:00:00,331.06,2022-04-21 20:00:00,Paid,2023-01-02 20:20:00
2662,Jane Smith,DL789,JFK,DXB,2023-04-21 21:00:00,2023-04-22 21:00:00,513.46,2022-04-21 21:00:00,Pending,2023-01-02 20:21:00
2663,Jane Smith,AA123,JFK,LHR,2023-04-21 22:00:00,2023-04-22 22:00:00,544.96,2022-04-21 22:00:00,Success,2023-01-02 20:22:00
2664,Alice Johnson,DL789,JFK,DXB,2023-04-21 23:00:00,2023-04-22 23:00:00,884.36,2022-04-21 23:00:00,Pending,2023-01-02 20:23:00
2665,Jane Smith,UA321,JFK,CDG,2023-04-22 00:00:00,2023-04-23 00:00:00,902.9,2022-04-22 00:00:00,Pending,2023-01-02 20:24:00
2666,John Doe,AA123,LAX,LHR,2023-04-22 01:00:00,2023-04-23 01:00:00,628.0,2022-04-22 01:00:00,Success,2023-01-02 20:25:00
2667,Bob Brown,AA123,LAX,DXB,2023-04-22 02:00:00,2023-04-23 02:00:00,353.26,2022-04-22 02:00:00,Pending,2023-01-02 20:26:00
2668,Bob Brown,BA456,ORD,DXB,2023-04-22 03:00:00,2023-04-23 03:00:00,836.59,2022-04-22 03:00:00,Paid,2023-01-02 20:27:00
2669,John Doe,AA123,JFK,DXB,2023-04-22 04:00:00,2023-04-23 04:00:00,813.59,2022-04-22 04:00:00,Pending,2023-01-02 20:28:00
2670,Alice Johnson,AA123,JFK,CDG,2023-04-22 05:00:00,2023-04-23 05:00:00,818.16,2022-04-22 05:00:00,Paid,2023-01-02 20:29:00
2671,Alice Johnson,BA456,LAX,DXB,2023-04-22 06:00:00,2023-04-23 06:00:00,114.73,2022-04-22 06:00:00,Success,2023-01-02 20:30:00
2672,Bob Brown,DL789,LAX,CDG,2023-04-22 07:00:00,2023-04-23 07:00:00,778.48,2022-04-22 07:00:00,Pending,2023-01-02 20:31:00
2673,Jane Smith,UA321,JFK,LHR,2023-04-22 08:00:00,2023-04-23 08:00:00,867.45,2022-04-22 08:00:00,Success,2023-01-02 20:32:00
2674,Alice Johnson,DL789,JFK,HND,2023-04-22 09:00:00,2023-04-23 09:00:00,644.53,2022-04-22 09:00:00,Success,2023-01-02 20:33:00
2675,Alice Johnson,AA123,LAX,LHR,2023-04-22 10:00:00,2023-04-23 10:00:00,776.12,2022-04-22 10:00:00,Success,2023-01-02 20:34:00
2676,John Doe,UA321,LAX,DXB,2023-04-22 11:00:00,2023-04-23 11:00:00,798.55,2022-04-22 11:00:00,Success,2023-01-02 20:35:00
2677,John Doe,DL789,ORD,CDG,2023-04-22 12:00:00,2023-04-23 12:00:00,555.93,2022-04-22 12:00:00,Paid,2023-01-02 20:36:00
2678,Jane Smith,UA321,ORD,DXB,2023-04-22 13:00:00,2023-04-23 13:00:00,832.26,2022-04-22 13:00:00,Pending,2023-01-02 20:37:00
2679,Alice Johnson,AA123,JFK,LHR,2023-04-22 14:00:00,2023-04-23 14:00:00,813.06,2022-04-22 14:00:00,Success,2023-01-02 20:38:00
2680,Alice Johnson,DL789,LAX,HND,2023-04-22 15:00:00,2023-04-23 15:00:00,924.49,2022-04-22 15:00:00,Paid,2023-01-02 20:39:00
2681,John Doe,UA321,ORD,HND,2023-04-22 16:00:00,2023-04-23 16:00:00,929.24,2022-04-22 16:00:00,Pending,2023-01-02 20:40:00
2682,Alice Johnson,UA321,JFK,CDG,2023-04-22 17:00:00,2023-04-23 17:00:00,576.74,2022-04-22 17:00:00,Pending,2023-01-02 20:41:00
2683,Bob Brown,DL789,ORD,LHR,2023-04-22 18:00:00,2023-04-23 18:00:00,128.34,2022-04-22 18:00:00,Success,2023-01-02 20:42:00
2684,John Doe,DL789,ORD,LHR,2023-04-22 19:00:00,2023-04-23 19:00:00,117.2,2022-04-22 19:00:00,Pending,2023-01-02 20:43:00
2685,Jane Smith,AA123,ORD,CDG,2023-04-22 20:00:00,2023-04-23 20:00:00,945.03,2022-04-22 20:00:00,Success,2023-01-02 20:44:00
2686,John Doe,BA456,ATL,CDG,2023-04-22 21:00:00,2023-04-23 21:00:00,403.62,2022-04-22 21:00:00,Paid,2023-01-02 20:45:00
2687,Alice Johnson,UA321,JFK,CDG,2023-04-22 22:00:00,2023-04-23 22:00:00,439.78,2022-04-22 22:00:00,Pending,2023-01-02 20:46:00
2688,Jane Smith,DL789,ORD,DXB,2023-04-22 23:00:00,2023-04-23 23:00:00,522.92,2022-04-22 23:00:00,Success,2023-01-02 20:47:00
2689,John Doe,DL789,JFK,DXB,2023-04-23 00:00:00,2023-04-24 00:00:00,339.22,2022-04-23 00:00:00,Paid,2023-01-02 20:48:00
2690,Bob Brown,DL789,JFK,CDG,2023-04-23 01:00:00,2023-04-24 01:00:00,631.37,2022-04-23 01:00:00,Success,2023-01-02 20:49:00
2691,Bob Brown,UA321,LAX,CDG,2023-04-23 02:00:00,2023-04-24 02:00:00,806.16,2022-04-23 02:00:00,Pending,2023-01-02 20:50:00
2692,John Doe,AA123,JFK,HND,2023-04-23 03:00:00,2023-04-24 03:00:00,331.61,2022-04-23 03:00:00,Paid,2023-01-02 20:51:00
2693,Bob Brown,BA456,ORD,HND,2023-04-23 04:00:00,2023-04-24 04:00:00,768.76,2022-04-23 04:00:00,Success,2023-01-02 20:52:00
2694,Bob Brown,UA321,JFK,DXB,2023-04-23 05:00:00,2023-04-24 05:00:00,704.82,2022-04-23 05:00:00,Paid,2023-01-02 20:53:00
2695,Bob Brown,AA123,LAX,HND,2023-04-23 06:00:00,2023-04-24 06:00:00,573.03,2022-04-23 06:00:00,Paid,2023-01-02 20:54:00
2696,Jane Smith,UA321,ATL,CDG,2023-04-23 07:00:00,2023-04-24 07:00:00,392.9,2022-04-23 07:00:00,Paid,2023-01-02 20:55:00
2697,Bob Brown,UA321,ATL,LHR,2023-04-23 08:00:00,2023-04-24 08:00:00,885.5,2022-04-23 08:00:00,Pending,2023-01-02 20:56:00
2698,Bob Brown,DL789,LAX,CDG,2023-04-23 09:00:00,2023-04-24 09:00:00,462.52,2022-04-23 09:00:00,Pending,2023-01-02 20:57:00
2699,Bob Brown,AA123,ORD,HND,2023-04-23 10:00:00,2023-04-24 10:00:00,437.2,2022-04-23 10:00:00,Pending,2023-01-02 20:58:00
2700,Jane Smith,DL789,ORD,DXB,2023-04-23 11:00:00,2023-04-24 11:00:00,677.23,2022-04-23 11:00:00,Pending,2023-01-02 20:59:00
2701,John Doe,DL789,ORD,CDG,2023-04-23 12:00:00,2023-04-24 12:00:00,928.3,2022-04-23 12:00:00,Pending,2023-01-02 21:00:00
2702,Alice Johnson,AA123,JFK,CDG,2023-04-23 13:00:00,2023-04-24 13:00:00,557.22,2022-04-23 13:00:00,Paid,2023-01-02 21:01:00
2703,Bob Brown,DL789,ATL,HND,2023-04-23 14:00:00,2023-04-24 14:00:00,750.42,2022-04-23 14:00:00,Paid,2023-01-02 21:02:00
2704,John Doe,DL789,ORD,LHR,2023-04-23 15:00:00,2023-04-24 15:00:00,511.19,2022-04-23 15:00:00,Pending,2023-01-02 21:03:00
2705,Bob Brown,BA456,ATL,CDG,2023-04-23 16:00:00,2023-04-24 16:00:00,296.93,2022-04-23 16:00:00,Success,2023-01-02 21:04:00
2706,Jane Smith,AA123,LAX,DXB,2023-04-23 17:00:00,2023-04-24 17:00:00,211.56,2022-04-23 17:00:00,Success,2023-01-02 21:05:00
2707,John Doe,AA123,ATL,DXB,2023-04-23 18:00:00,2023-04-24 18:00:00,222.69,2022-04-23 18:00:00,Pending,2023-01-02 21:06:00
2708,Jane Smith,DL789,ORD,LHR,2023-04-23 19:00:00,2023-04-24 19:00:00,119.19,2022-04-23 19:00:00,Pending,2023-01-02 21:07:00
2709,Bob Brown,DL789,ATL,HND,2023-04-23 20:00:00,2023-04-24 20:00:00,597.61,2022-04-23 20:00:00,Paid,2023-01-02 21:08:00
2710,Bob Brown,AA123,LAX,LHR,2023-04-23 21:00:00,2023-04-24 21:00:00,218.0,2022-04-23 21:00:00,Paid,2023-01-02 21:09:00
2711,Jane Smith,AA123,ATL,DXB,2023-04-23 22:00:00,2023-04-24 22:00:00,879.13,2022-04-23 22:00:00,Pending,2023-01-02 21:10:00
2712,Alice Johnson,UA321,JFK,CDG,2023-04-23 23:00:00,2023-04-24 23:00:00,984.61,2022-04-23 23:00:00,Pending,2023-01-02 21:11:00
2713,Jane Smith,AA123,LAX,DXB,2023-04-24 00:00:00,2023-04-25 00:00:00,546.28,2022-04-24 00:00:00,Success,2023-01-02 21:12:00
2714,Bob Brown,UA321,JFK,LHR,2023-04-24 01:00:00,2023-04-25 01:00:00,504.71,2022-04-24 01:00:00,Success,2023-01-02 21:13:00
2715,Jane Smith,DL789,JFK,DXB,2023-04-24 02:00:00,2023-04-25 02:00:00,413.27,2022-04-24 02:00:00,Paid,2023-01-02 21:14:00
2716,Alice Johnson,BA456,ORD,HND,2023-04-24 03:00:00,2023-04-25 03:00:00,674.22,2022-04-24 03:00:00,Success,2023-01-02 21:15:00
2717,Jane Smith,BA456,ORD,LHR,2023-04-24 04:00:00,2023-04-25 04:00:00,647.22,2022-04-24 04:00:00,Paid,2023-01-02 21:16:00
2718,Alice Johnson,UA321,LAX,DXB,2023-04-24 05:00:00,2023-04-25 05:00:00,409.04,2022-04-24 05:00:00,Success,2023-01-02 21:17:00
2719,Alice Johnson,DL789,ORD,CDG,2023-04-24 06:00:00,2023-04-25 06:00:00,408.85,2022-04-24 06:00:00,Pending,2023-01-02 21:18:00
2720,Jane Smith,DL789,ATL,CDG,2023-04-24 07:00:00,2023-04-25 07:00:00,680.32,2022-04-24 07:00:00,Success,2023-01-02 21:19:00
2721,Jane Smith,DL789,LAX,LHR,2023-04-24 08:00:00,2023-04-25 08:00:00,599.09,2022-04-24 08:00:00,Paid,2023-01-02 21:20:00
2722,John Doe,AA123,ORD,CDG,2023-04-24 09:00:00,2023-04-25 09:00:00,746.7,2022-04-24 09:00:00,Success,2023-01-02 21:21:00
2723,Bob Brown,DL789,ORD,LHR,2023-04-24 10:00:00,2023-04-25 10:00:00,947.25,2022-04-24 10:00:00,Paid,2023-01-02 21:22:00
2724,Alice Johnson,AA123,ATL,CDG,2023-04-24 11:00:00,2023-04-25 11:00:00,801.63,2022-04-24 11:00:00,Paid,2023-01-02 21:23:00
2725,John Doe,UA321,JFK,DXB,2023-04-24 12:00:00,2023-04-25 12:00:00,373.91,2022-04-24 12:00:00,Paid,2023-01-02 21:24:00
2726,Jane Smith,BA456,ATL,CDG,2023-04-24 13:00:00,2023-04-25 13:00:00,783.21,2022-04-24 13:00:00,Paid,2023-01-02 21:25:00
2727,Bob Brown,UA321,JFK,DXB,2023-04-24 14:00:00,2023-04-25 14:00:00,505.02,2022-04-24 14:00:00,Pending,2023-01-02 21:26:00
2728,John Doe,DL789,ORD,LHR,2023-04-24 15:00:00,2023-04-25 15:00:00,799.89,2022-04-24 15:00:00,Success,2023-01-02 21:27:00
2729,Alice Johnson,DL789,JFK,CDG,2023-04-24 16:00:00,2023-04-25 16:00:00,897.91,2022-04-24 16:00:00,Success,2023-01-02 21:28:00
2730,John Doe,UA321,JFK,HND,2023-04-24 17:00:00,2023-04-25 17:00:00,324.95,2022-04-24 17:00:00,Success,2023-01-02 21:29:00
2731,Alice Johnson,AA123,ORD,HND,2023-04-24 18:00:00,2023-04-25 18:00:00,314.78,2022-04-24 18:00:00,Pending,2023-01-02 21:30:00
2732,Jane Smith,AA123,LAX,HND,2023-04-24 19:00:00,2023-04-25 19:00:00,489.36,2022-04-24 19:00:00,Success,2023-01-02 21:31:00
2733,Bob Brown,AA123,ATL,CDG,2023-04-24 20:00:00,2023-04-25 20:00:00,146.38,2022-04-24 20:00:00,Pending,2023-01-02 21:32:00
2734,Bob Brown,BA456,ORD,DXB,2023-04-24 21:00:00,2023-04-25 21:00:00,717.12,2022-04-24 21:00:00,Paid,2023-01-02 21:33:00
2735,Bob Brown,BA456,ATL,LHR,2023-04-24 22:00:00,2023-04-25 22:00:00,774.73,2022-04-24 22:00:00,Paid,2023-01-02 21:34:00
2736,Jane Smith,DL789,ATL,CDG,2023-04-24 23:00:00,2023-04-25 23:00:00,410.89,2022-04-24 23:00:00,Pending,2023-01-02 21:35:00
2737,Alice Johnson,UA321,JFK,LHR,2023-04-25 00:00:00,2023-04-26 00:00:00,518.76,2022-04-25 00:00:00,Pending,2023-01-02 21:36:00
2738,Jane Smith,UA321,ORD,LHR,2023-04-25 01:00:00,2023-04-26 01:00:00,631.32,2022-04-25 01:00:00,Pending,2023-01-02 21:37:00
2739,Bob Brown,DL789,LAX,CDG,2023-04-25 02:00:00,2023-04-26 02:00:00,166.24,2022-04-25 02:00:00,Pending,2023-01-02 21:38:00
2740,Jane Smith,AA123,ATL,DXB,2023-04-25 03:00:00,2023-04-26 03:00:00,740.17,2022-04-25 03:00:00,Success,2023-01-02 21:39:00
2741,Jane Smith,BA456,ATL,HND,2023-04-25 04:00:00,2023-04-26 04:00:00,574.03,2022-04-25 04:00:00,Success,2023-01-02 21:40:00
2742,Jane Smith,UA321,LAX,LHR,2023-04-25 05:00:00,2023-04-26 05:00:00,661.84,2022-04-25 05:00:00,Paid,2023-01-02 21:41:00
2743,Alice Johnson,DL789,ATL,LHR,2023-04-25 06:00:00,2023-04-26 06:00:00,751.45,2022-04-25 06:00:00,Paid,2023-01-02 21:42:00
2744,John Doe,AA123,ORD,CDG,2023-04-25 07:00:00,2023-04-26 07:00:00,708.0,2022-04-25 07:00:00,Pending,2023-01-02 21:43:00
2745,John Doe,AA123,LAX,LHR,2023-04-25 08:00:00,2023-04-26 08:00:00,185.79,2022-04-25 08:00:00,Success,2023-01-02 21:44:00
2746,Jane Smith,BA456,ORD,CDG,2023-04-25 09:00:00,2023-04-26 09:00:00,804.33,2022-04-25 09:00:00,Pending,2023-01-02 21:45:00
2747,John Doe,BA456,LAX,LHR,2023-04-25 10:00:00,2023-04-26 10:00:00,649.04,2022-04-25 10:00:00,Pending,2023-01-02 21:46:00
2748,John Doe,DL789,ATL,DXB,2023-04-25 11:00:00,2023-04-26 11:00:00,743.39,2022-04-25 11:00:00,Paid,2023-01-02 21:47:00
2749,Jane Smith,DL789,LAX,DXB,2023-04-25 12:00:00,2023-04-26 12:00:00,335.35,2022-04-25 12:00:00,Success,2023-01-02 21:48:00
2750,Jane Smith,AA123,ORD,HND,2023-04-25 13:00:00,2023-04-26 13:00:00,299.28,2022-04-25 13:00:00,Paid,2023-01-02 21:49:00
2751,Bob Brown,AA123,LAX,HND,2023-04-25 14:00:00,2023-04-26 14:00:00,843.48,2022-04-25 14:00:00,Pending,2023-01-02 21:50:00
2752,John Doe,UA321,ATL,DXB,2023-04-25 15:00:00,2023-04-26 15:00:00,451.35,2022-04-25 15:00:00,Paid,2023-01-02 21:51:00
2753,Alice Johnson,AA123,JFK,HND,2023-04-25 16:00:00,2023-04-26 16:00:00,617.81,2022-04-25 16:00:00,Paid,2023-01-02 21:52:00
2754,Jane Smith,DL789,ATL,HND,2023-04-25 17:00:00,2023-04-26 17:00:00,596.44,2022-04-25 17:00:00,Paid,2023-01-02 21:53:00
2755,Bob Brown,BA456,ATL,HND,2023-04-25 18:00:00,2023-04-26 18:00:00,626.65,2022-04-25 18:00:00,Success,2023-01-02 21:54:00
2756,Alice Johnson,DL789,JFK,DXB,2023-04-25 19:00:00,2023-04-26 19:00:00,162.56,2022-04-25 19:00:00,Paid,2023-01-02 21:55:00
2757,John Doe,UA321,LAX,HND,2023-04-25 20:00:00,2023-04-26 20:00:00,372.23,2022-04-25 20:00:00,Pending,2023-01-02 21:56:00
2758,Bob Brown,UA321,ATL,CDG,2023-04-25 21:00:00,2023-04-26 21:00:00,159.83,2022-04-25 21:00:00,Success,2023-01-02 21:57:00
2759,Jane Smith,BA456,JFK,HND,2023-04-25 22:00:00,2023-04-26 22:00:00,532.14,2022-04-25 22:00:00,Pending,2023-01-02 21:58:00
2760,Alice Johnson,DL789,ORD,CDG,2023-04-25 23:00:00,2023-04-26 23:00:00,911.89,2022-04-25 23:00:00,Success,2023-01-02 21:59:00
2761,Jane Smith,UA321,JFK,HND,2023-04-26 00:00:00,2023-04-27 00:00:00,450.26,2022-04-26 00:00:00,Success,2023-01-02 22:00:00
2762,John Doe,DL789,ATL,CDG,2023-04-26 01:00:00,2023-04-27 01:00:00,804.2,2022-04-26 01:00:00,Success,2023-01-02 22:01:00
2763,Alice Johnson,UA321,ORD,HND,2023-04-26 02:00:00,2023-04-27 02:00:00,358.52,2022-04-26 02:00:00,Paid,2023-01-02 22:02:00
2764,John Doe,BA456,ATL,CDG,2023-04-26 03:00:00,2023-04-27 03:00:00,870.64,2022-04-26 03:00:00,Success,2023-01-02 22:03:00
2765,John Doe,UA321,JFK,HND,2023-04-26 04:00:00,2023-04-27 04:00:00,477.55,2022-04-26 04:00:00,Paid,2023-01-02 22:04:00
2766,Bob Brown,DL789,ORD,CDG,2023-04-26 05:00:00,2023-04-27 05:00:00,419.7,2022-04-26 05:00:00,Pending,2023-01-02 22:05:00
2767,Jane Smith,DL789,ATL,DXB,2023-04-26 06:00:00,2023-04-27 06:00:00,727.73,2022-04-26 06:00:00,Success,2023-01-02 22:06:00
2768,Alice Johnson,UA321,JFK,LHR,2023-04-26 07:00:00,2023-04-27 07:00:00,561.48,2022-04-26 07:00:00,Success,2023-01-02 22:07:00
2769,John Doe,AA123,ORD,LHR,2023-04-26 08:00:00,2023-04-27 08:00:00,403.59,2022-04-26 08:00:00,Success,2023-01-02 22:08:00
2770,John Doe,BA456,ATL,DXB,2023-04-26 09:00:00,2023-04-27 09:00:00,152.28,2022-04-26 09:00:00,Success,2023-01-02 22:09:00
2771,Alice Johnson,BA456,JFK,DXB,2023-04-26 10:00:00,2023-04-27 10:00:00,249.98,2022-04-26 10:00:00,Pending,2023-01-02 22:10:00
2772,John Doe,UA321,ATL,CDG,2023-04-26 11:00:00,2023-04-27 11:00:00,795.09,2022-04-26 11:00:00,Paid,2023-01-02 22:11:00
2773,Bob Brown,UA321,ATL,CDG,2023-04-26 12:00:00,2023-04-27 12:00:00,928.66,2022-04-26 12:00:00,Pending,2023-01-02 22:12:00
2774,Bob Brown,AA123,ATL,HND,2023-04-26 13:00:00,2023-04-27 13:00:00,251.95,2022-04-26 13:00:00,Paid,2023-01-02 22:13:00
2775,Bob Brown,BA456,LAX,HND,2023-04-26 14:00:00,2023-04-27 14:00:00,612.5,2022-04-26 14:00:00,Paid,2023-01-02 22:14:00
2776,Bob Brown,AA123,ATL,LHR,2023-04-26 15:00:00,2023-04-27 15:00:00,130.76,2022-04-26 15:00:00,Success,2023-01-02 22:15:00
2777,John Doe,BA456,ORD,LHR,2023-04-26 16:00:00,2023-04-27 16:00:00,361.76,2022-04-26 16:00:00,Pending,2023-01-02 22:16:00
2778,Alice Johnson,UA321,JFK,CDG,2023-04-26 17:00:00,2023-04-27 17:00:00,503.91,2022-04-26 17:00:00,Paid,2023-01-02 22:17:00
2779,Alice Johnson,BA456,JFK,CDG,2023-04-26 18:00:00,2023-04-27 18:00:00,762.29,2022-04-26 18:00:00,Paid,2023-01-02 22:18:00
